fold,roc_auc,pr_auc,positive_rate
0,0.8550754521016618,0.3238846732739907,0.03196974905465796
1,0.862123270750988,0.3103452139960822,0.03163686382393398
2,0.8691522047924901,0.3635923396391798,0.03163686382393398
3,0.8671604804841897,0.35495863430127794,0.03163686382393398
4,0.8468881237648221,0.2898010819524251,0.03163686382393398
