fold,roc_auc,pr_auc,positive_rate
0,0.7587823802541543,0.10885875362839052,0.03196975
1,0.8060925148221344,0.14257577994573098,0.031636864
2,0.9049646430335969,0.27104679700953155,0.031636864
3,0.8652575345849802,0.18025960894558796,0.031636864
4,0.8770361135128458,0.20983370505727877,0.031636864
